Author	License	Name	URL	Version	File
Frﾃｩdﾃｩric Aoustin	GNU General Public License v2 (GPLv2)	sphinx-fontawesome	https://github.com/fraoustin/sphinx_fontawesome	0.0.6	.licenses\LICENSE.sphinx-fontawesome.0.0.6(GNU General Public License v2 (GPLv2)).txt
Dave Snider, Read the Docs, Inc. & contributors	MIT License	sphinx-rtd-theme	https://github.com/readthedocs/sphinx_rtd_theme	2.0.0	.licenses\LICENSE.sphinx-rtd-theme.2.0.0(MIT License).txt
Georg Brandl <georg@python.org>	BSD License	sphinxcontrib-applehelp	https://www.sphinx-doc.org/	1.0.7	.licenses\LICENSE.sphinxcontrib-applehelp.1.0.7(BSD License).txt
Georg Brandl <georg@python.org>	BSD License	sphinxcontrib-devhelp	https://www.sphinx-doc.org/	1.0.5	.licenses\LICENSE.sphinxcontrib-devhelp.1.0.5(BSD License).txt
Georg Brandl <georg@python.org>	BSD License	sphinxcontrib-htmlhelp	https://www.sphinx-doc.org/	2.0.4	.licenses\LICENSE.sphinxcontrib-htmlhelp.2.0.4(BSD License).txt
Adam Turner	BSD License	sphinxcontrib-jquery	https://github.com/sphinx-contrib/jquery/	4.1	.licenses\LICENSE.sphinxcontrib-jquery.4.1(BSD License).txt
Georg Brandl	BSD License	sphinxcontrib-jsmath	http://sphinx-doc.org/	1.0.1	.licenses\LICENSE.sphinxcontrib-jsmath.1.0.1(BSD License).txt
Georg Brandl <georg@python.org>	BSD License	sphinxcontrib-qthelp	https://www.sphinx-doc.org/	1.0.6	.licenses\LICENSE.sphinxcontrib-qthelp.1.0.6(BSD License).txt
Georg Brandl <georg@python.org>	BSD License	sphinxcontrib-serializinghtml	https://www.sphinx-doc.org/	1.1.9	.licenses\LICENSE.sphinxcontrib-serializinghtml.1.1.9(BSD License).txt
SymPy development team	BSD License	sympy	https://sympy.org	1.12	.licenses\LICENSE.sympy.1.12(BSD License).txt
Sergey Astanin <s.astanin@gmail.com>	MIT License	tabulate	https://github.com/astanin/python-tabulate	0.9.0	.licenses\LICENSE.tabulate.0.9.0(MIT License).txt
Konstantin Lepa <konstantin.lepa@gmail.com>	MIT License	termcolor	https://github.com/termcolor/termcolor	2.3.0	.licenses\LICENSE.termcolor.2.3.0(MIT License).txt
Robpol86	MIT License	terminaltables	https://github.com/matthewdeanmartin/terminaltables	3.1.10	.licenses\LICENSE.terminaltables.3.1.10(MIT License).txt
Taneli Hukkinen <hukkin@users.noreply.github.com>	MIT License	tomli	https://github.com/hukkin/tomli	2.0.1	.licenses\LICENSE.tomli.2.0.1(MIT License).txt
PyTorch Team	BSD License	torch	https://pytorch.org/	2.1.1	.licenses\LICENSE.torch.2.1.1(BSD License).txt
PyTorch Core Team	BSD	torchvision	https://github.com/pytorch/vision	0.16.1	.licenses\LICENSE.torchvision.0.16.1(BSD).txt
UNKNOWN	MIT License; Mozilla Public License 2.0 (MPL 2.0)	tqdm	https://tqdm.github.io	4.65.2	.licenses\LICENSE.tqdm.4.65.2(MIT License; Mozilla Public License 2.0 (MPL 2.0)).txt
Donald Stufft and individual contributors	Apache Software License	twine	https://twine.readthedocs.io/	4.0.2	.licenses\LICENSE.twine.4.0.2(Apache Software License).txt
"Guido van Rossum, Jukka Lehtosalo, Łukasz Langa, Michael Lee" <levkivskyi@gmail.com>	Python Software Foundation License	typing_extensions	https://github.com/python/typing_extensions	4.8.0	.licenses\LICENSE.typing_extensions.4.8.0(Python Software Foundation License).txt
Python Software Foundation	Apache Software License	tzdata	https://github.com/python/tzdata	2023.3	.licenses\LICENSE.tzdata.2023.3(Apache Software License).txt
Andrey Petrov	MIT License	urllib3	https://urllib3.readthedocs.io/	1.26.18	.licenses\LICENSE.urllib3.1.26.18(MIT License).txt
Jeff Quast	MIT License	wcwidth	https://github.com/jquast/wcwidth	0.2.12	.licenses\LICENSE.wcwidth.0.2.12(MIT License).txt
Daniel Holth <dholth@fastmail.fm>	MIT License	wheel	https://wheel.readthedocs.io/en/stable/news.html	0.41.3	.licenses\LICENSE.wheel.0.41.3(MIT License).txt
Google Inc.	Apache Software License	yapf	https://github.com/google/yapf/blob/main/CHANGELOG.md	0.40.2	.licenses\LICENSE.yapf.0.40.2(Apache Software License).txt
Jason R. Coombs	MIT License	zipp	https://github.com/jaraco/zipp	3.17.0	.licenses\LICENSE.zipp.3.17.0(MIT License).txt
